N,P,K,temperature,humidity,ph,rainfall,label
17.0,51.0,19.0,26.98,49.55,5.21,70.37,mothbeans
100.0,34.0,32.0,27.85,63.7,6.82,231.31,coffee
27.0,92.0,25.0,21.59,19.33,5.16,135.35,pigeonpeas
12.0,129.0,200.0,23.05,93.17,6.14,126.98,apple
78.0,46.0,53.0,30.64,89.96,7.26,205.75,jute
24.0,13.0,25.0,25.26,52.16,6.48,128.94,mango
100.0,43.0,33.0,21.38,73.56,5.95,87.22,maize
107.0,86.0,51.0,28.82,74.24,5.89,148.42,banana
22.0,23.0,20.0,23.36,97.36,7.11,163.56,pomegranate
100.0,11.0,50.0,33.98,86.5,6.83,30.2,muskmelon
101.0,11.0,47.0,28.25,82.85,6.74,60.8,watermelon
18.0,20.0,11.0,10.52,97.67,7.28,101.57,orange
24.0,21.0,16.0,9.9,80.78,6.76,79.71,grapes
18.0,82.0,26.0,23.99,15.68,6.48,102.02,pigeonpeas
97.0,33.0,34.0,26.78,58.64,6.52,168.42,coffee
13.0,139.0,200.0,23.0,90.4,6.78,101.67,apple
49.0,63.0,45.0,37.57,91.31,7.17,136.27,papaya
76.0,44.0,40.0,26.84,88.36,7.49,244.54,jute
97.0,10.0,47.0,27.34,89.87,6.31,42.54,watermelon
130.0,51.0,17.0,25.84,78.34,6.56,105.63,cotton
16.0,126.0,20.0,18.06,22.59,6.44,138.12,kidneybeans
18.0,15.0,23.0,20.09,82.98,6.65,81.26,grapes
16.0,19.0,21.0,31.69,53.7,4.94,132.64,mango
126.0,45.0,23.0,26.96,78.01,6.45,81.67,cotton
97.0,59.0,58.0,23.79,88.62,6.77,197.87,rice
87.0,74.0,48.0,30.44,74.29,6.05,145.15,banana
107.0,16.0,50.0,26.26,91.22,6.04,65.68,watermelon
16.0,24.0,23.0,19.08,92.07,6.21,179.1,pomegranate
20.0,20.0,18.0,13.06,96.29,6.5,116.63,orange
115.0,30.0,35.0,25.45,58.3,6.51,153.96,coffee
66.0,46.0,53.0,29.48,72.48,7.42,184.1,jute
23.0,15.0,38.0,29.22,92.08,6.85,190.4,coconut
17.0,74.0,21.0,25.66,21.0,5.6,168.7,pigeonpeas
24.0,16.0,23.0,25.99,53.78,6.76,124.72,mango
16.0,16.0,15.0,12.51,92.95,6.16,114.64,orange
58.0,41.0,44.0,26.71,69.28,7.1,83.95,maize
46.0,62.0,28.0,25.97,61.64,6.99,107.42,blackgram
35.0,81.0,22.0,22.8,14.92,6.77,133.19,pigeonpeas
100.0,13.0,46.0,32.06,88.94,6.27,20.12,muskmelon
19.0,18.0,33.0,29.99,93.45,7.18,161.67,coconut
20.0,24.0,22.0,18.23,80.23,6.6,74.34,grapes
78.0,44.0,42.0,29.6,84.44,6.26,152.82,jute
88.0,33.0,38.0,27.69,60.16,6.81,82.52,maize
128.0,55.0,20.0,25.03,82.7,6.09,105.94,cotton
0.0,131.0,197.0,23.44,94.22,5.89,109.77,apple
82.0,33.0,49.0,26.5,68.38,6.42,91.18,maize
23.0,59.0,23.0,31.92,53.11,4.8,88.61,mothbeans
52.0,96.0,98.0,24.6,18.17,7.16,87.87,chickpea
68.0,36.0,31.0,23.78,85.65,5.6,266.33,rice
84.0,49.0,31.0,19.22,64.04,7.37,81.62,maize
19.0,49.0,26.0,26.56,52.06,4.07,97.99,mothbeans
9.0,125.0,199.0,21.38,90.61,5.92,101.6,apple
18.0,25.0,18.0,19.22,92.42,5.61,197.85,pomegranate
18.0,13.0,16.0,24.91,50.48,6.41,144.72,mango
16.0,11.0,15.0,29.03,53.3,6.97,125.82,mango
108.0,32.0,32.0,26.8,57.67,6.59,244.11,coffee
22.0,20.0,16.0,24.39,53.94,6.58,166.17,mango
114.0,31.0,26.0,23.1,55.76,6.61,211.4,coffee
38.0,70.0,29.0,30.67,63.75,6.52,143.89,blackgram
20.0,13.0,19.0,31.43,56.11,6.29,169.62,mango
23.0,18.0,17.0,14.01,95.29,6.49,110.33,orange
18.0,17.0,17.0,27.36,48.88,4.52,177.31,mango
23.0,57.0,25.0,24.14,56.6,3.66,57.15,mothbeans
99.0,70.0,59.0,30.85,75.99,5.9,185.13,banana
7.0,132.0,195.0,22.95,92.67,6.19,127.23,apple
22.0,92.0,26.0,21.83,19.56,6.13,163.7,pigeonpeas
95.0,48.0,51.0,20.16,89.7,6.75,181.85,rice
106.0,8.0,50.0,31.1,86.91,6.27,42.41,muskmelon
22.0,89.0,16.0,24.83,16.53,5.11,148.79,pigeonpeas
106.0,47.0,17.0,28.77,78.14,6.8,85.73,cotton
81.0,78.0,65.0,25.7,76.24,5.61,190.51,banana
23.0,102.0,19.0,16.45,63.16,7.45,41.56,lentil
74.0,56.0,58.0,29.47,74.85,6.91,247.0,jute
25.0,19.0,8.0,10.74,90.21,7.48,105.58,orange
97.0,88.0,55.0,31.62,74.14,5.15,189.15,banana
24.0,23.0,18.0,21.75,83.54,5.62,65.7,grapes
42.0,56.0,33.0,28.24,70.04,7.08,111.27,blackgram
108.0,29.0,31.0,23.61,62.71,6.99,173.53,coffee
91.0,85.0,56.0,29.93,74.6,6.88,153.01,banana
95.0,11.0,46.0,24.62,82.77,6.59,45.68,watermelon
21.0,95.0,18.0,24.94,19.94,6.36,120.19,pigeonpeas
19.0,84.0,21.0,22.92,17.01,6.75,172.42,pigeonpeas
17.0,103.0,20.0,19.81,69.92,6.87,67.86,lentil
25.0,88.0,82.0,15.97,15.94,5.52,73.44,chickpea
24.0,87.0,17.0,20.61,15.37,6.04,117.12,pigeonpeas
21.0,16.0,24.0,18.84,90.25,6.62,176.41,pomegranate
23.0,19.0,16.0,22.72,91.77,5.7,163.38,pomegranate
30.0,82.0,19.0,26.77,19.72,6.91,134.17,pigeonpeas
16.0,97.0,22.0,22.2,66.44,6.17,63.97,lentil
16.0,17.0,20.0,31.21,50.13,5.94,135.07,mango
24.0,56.0,26.0,27.98,85.34,6.61,177.4,mungbean
51.0,55.0,44.0,34.09,92.53,7.35,168.1,papaya
48.0,57.0,47.0,34.66,95.96,7.29,156.29,papaya
24.0,95.0,30.0,19.11,63.55,6.31,48.41,lentil
23.0,17.0,16.0,22.05,93.6,7.08,173.88,pomegranate
16.0,21.0,18.0,18.93,96.49,6.54,193.33,pomegranate
103.0,11.0,46.0,29.9,88.79,6.69,48.62,muskmelon
23.0,16.0,22.0,20.61,90.95,5.6,148.72,pomegranate
114.0,9.0,54.0,25.83,87.0,6.42,45.16,watermelon
109.0,72.0,57.0,29.39,77.38,6.32,111.62,banana
23.0,14.0,22.0,26.16,48.0,5.38,126.27,mango
18.0,16.0,16.0,19.75,94.14,7.11,189.93,pomegranate
114.0,28.0,29.0,23.55,58.71,6.88,186.08,coffee
104.0,35.0,30.0,26.71,65.24,6.85,171.57,coffee
107.0,84.0,52.0,28.8,80.41,6.77,116.04,banana
49.0,59.0,33.0,29.64,66.81,6.35,163.72,blackgram
15.0,59.0,26.0,30.69,56.74,6.91,53.26,mothbeans
49.0,56.0,48.0,34.92,95.04,6.66,173.8,papaya
84.0,44.0,50.0,28.86,73.2,7.17,179.93,jute
81.0,84.0,63.0,30.57,77.84,6.34,199.02,banana
56.0,57.0,45.0,35.95,94.67,6.82,130.24,papaya
21.0,20.0,31.0,26.77,90.23,7.94,153.1,coconut
58.0,63.0,49.0,36.31,93.84,6.56,135.9,papaya
17.0,18.0,20.0,11.26,82.94,7.35,79.96,grapes
22.0,15.0,23.0,27.5,48.24,5.91,175.71,mango
50.0,72.0,22.0,28.7,72.71,6.1,101.35,blackgram
57.0,58.0,46.0,37.65,93.21,6.68,158.18,papaya
47.0,65.0,26.0,26.44,62.73,5.21,153.56,blackgram
18.0,113.0,15.0,21.31,22.81,5.66,128.84,kidneybeans
15.0,10.0,17.0,24.91,52.33,6.64,156.31,mango
26.0,20.0,36.0,25.97,94.5,5.22,118.51,coconut
99.0,34.0,26.0,26.18,68.35,6.91,229.32,coffee
22.0,24.0,10.0,10.72,94.33,6.92,109.6,orange
19.0,19.0,21.0,26.76,53.26,6.78,114.66,mango
17.0,19.0,23.0,17.21,82.91,6.56,81.87,grapes
66.0,37.0,35.0,21.49,82.85,5.76,284.51,rice
34.0,43.0,27.0,26.85,91.34,7.14,175.38,mungbean
28.0,103.0,23.0,18.4,18.1,6.49,130.12,kidneybeans
26.0,17.0,31.0,29.37,90.4,6.54,135.21,coconut
17.0,54.0,17.0,29.6,54.59,3.87,75.31,mothbeans
24.0,24.0,24.0,21.25,94.46,6.59,105.12,pomegranate
120.0,54.0,21.0,28.48,81.73,6.89,103.1,cotton
17.0,21.0,22.0,15.45,82.17,6.27,81.83,grapes
19.0,48.0,22.0,27.48,85.21,7.45,164.16,mungbean
92.0,39.0,47.0,19.77,68.85,7.18,144.46,maize
45.0,91.0,83.0,16.47,20.49,6.58,69.41,chickpea
19.0,22.0,31.0,28.14,97.34,5.95,102.14,coconut
21.0,61.0,20.0,28.51,49.05,6.1,52.61,mothbeans
28.0,62.0,94.0,24.81,20.35,6.95,62.1,chickpea
21.0,21.0,35.0,27.33,92.69,6.86,197.23,coconut
103.0,32.0,31.0,25.43,65.47,6.4,162.61,coffee
18.0,55.0,29.0,31.63,85.69,6.38,151.84,mungbean
57.0,60.0,46.0,37.4,92.87,7.41,127.01,papaya
22.0,20.0,21.0,21.02,92.92,5.84,127.87,pomegranate
54.0,61.0,47.0,35.43,96.64,7.23,130.53,papaya
30.0,42.0,27.0,27.99,87.96,6.32,133.74,mungbean
100.0,82.0,62.0,28.36,80.7,5.72,192.67,banana
19.0,20.0,32.0,27.67,93.38,5.85,188.01,coconut
25.0,15.0,22.0,21.42,84.31,5.84,71.54,grapes
20.0,21.0,36.0,25.76,90.26,5.74,197.47,coconut
97.0,16.0,46.0,33.81,88.04,6.65,37.06,muskmelon
23.0,47.0,26.0,28.66,48.87,4.16,59.21,mothbeans
21.0,15.0,23.0,31.85,51.11,6.41,98.98,mango
23.0,23.0,18.0,13.21,93.69,6.46,104.45,orange
27.0,138.0,17.0,19.54,18.43,5.82,111.47,kidneybeans
90.0,56.0,59.0,29.54,78.13,6.58,198.86,jute
81.0,41.0,57.0,31.91,79.45,7.45,204.73,jute
120.0,41.0,24.0,25.08,84.97,7.9,116.43,cotton
21.0,59.0,18.0,26.93,50.91,6.92,97.73,mothbeans
21.0,25.0,23.0,13.96,83.22,5.85,76.21,grapes
64.0,33.0,31.0,25.36,68.28,6.45,134.42,maize
103.0,13.0,49.0,31.51,88.56,6.96,52.77,muskmelon
71.0,44.0,59.0,28.14,87.92,6.52,236.08,jute
100.0,12.0,53.0,26.96,90.89,6.35,51.08,watermelon
61.0,43.0,53.0,29.3,84.93,7.08,215.95,jute
5.0,139.0,200.0,23.32,94.74,5.67,110.04,apple
16.0,11.0,21.0,26.76,47.35,5.85,124.91,mango
58.0,80.0,77.0,19.58,15.67,6.13,68.49,chickpea
0.0,144.0,200.0,23.95,90.29,6.38,110.48,apple
52.0,99.0,90.0,18.93,18.73,6.62,53.92,chickpea
17.0,13.0,21.0,27.18,53.75,4.64,101.15,mango
42.0,99.0,63.0,18.66,15.8,5.83,57.04,chickpea
52.0,65.0,52.0,36.75,92.84,6.96,134.24,papaya
91.0,89.0,54.0,28.77,76.46,6.13,147.05,banana
44.0,56.0,23.0,31.71,68.08,5.72,109.02,blackgram
82.0,57.0,42.0,30.53,85.43,6.52,219.03,jute
19.0,19.0,19.0,22.79,93.24,6.64,185.3,pomegranate
50.0,57.0,51.0,33.47,91.94,6.52,142.34,papaya
108.0,12.0,46.0,26.94,90.13,6.1,42.09,watermelon
49.0,55.0,25.0,26.67,66.74,6.43,132.67,blackgram
23.0,19.0,16.0,18.37,88.51,6.26,133.72,pomegranate
53.0,57.0,47.0,37.0,92.16,6.65,161.19,papaya
75.0,33.0,53.0,24.47,84.24,6.86,166.68,rice
113.0,12.0,52.0,26.65,88.55,6.34,49.68,watermelon
32.0,59.0,30.0,24.18,72.25,5.03,149.28,blackgram
82.0,51.0,52.0,28.31,84.14,6.63,216.92,jute
30.0,126.0,31.0,20.86,21.56,5.58,122.74,kidneybeans
22.0,91.0,77.0,23.22,20.8,5.86,82.87,chickpea
114.0,16.0,53.0,26.95,86.43,6.03,28.3,muskmelon
29.0,47.0,17.0,31.69,52.38,3.55,62.88,mothbeans
3.0,134.0,197.0,22.99,90.79,6.86,106.92,apple
28.0,56.0,22.0,24.85,53.5,6.54,91.41,mothbeans
34.0,65.0,32.0,29.61,71.84,5.88,130.35,blackgram
23.0,55.0,24.0,31.57,52.8,5.39,52.52,mothbeans
26.0,60.0,77.0,17.95,17.89,6.48,52.19,chickpea
21.0,15.0,35.0,26.65,95.78,7.12,141.85,coconut
16.0,134.0,200.0,23.64,94.48,5.86,105.98,apple
23.0,44.0,23.0,31.36,90.04,6.29,169.26,mungbean
19.0,98.0,18.0,16.23,69.8,6.29,40.23,lentil
21.0,114.0,22.0,21.31,22.74,5.96,145.69,kidneybeans
19.0,63.0,17.0,29.25,56.07,4.09,98.42,mothbeans
16.0,142.0,199.0,21.97,92.59,5.57,128.36,apple
18.0,57.0,20.0,29.62,86.71,6.46,160.17,mungbean
100.0,14.0,50.0,28.69,85.09,6.64,66.47,watermelon
99.0,42.0,47.0,20.06,57.24,6.04,55.71,maize
77.0,37.0,35.0,25.23,64.92,5.66,72.02,maize
104.0,90.0,52.0,29.2,81.37,5.33,171.76,banana
27.0,20.0,34.0,25.81,91.77,5.71,128.84,coconut
21.0,23.0,15.0,13.66,91.87,6.56,102.95,orange
18.0,97.0,22.0,22.6,20.08,5.68,176.16,pigeonpeas
81.0,71.0,60.0,27.23,79.96,5.86,145.3,banana
46.0,56.0,35.0,25.04,71.94,5.99,136.92,blackgram
53.0,59.0,48.0,37.17,93.94,6.56,172.88,papaya
19.0,49.0,24.0,30.39,83.04,7.45,189.02,mungbean
85.0,43.0,47.0,28.8,79.65,6.3,164.06,jute
89.0,84.0,62.0,30.12,81.89,5.55,187.5,banana
99.0,14.0,55.0,25.75,89.94,6.49,41.19,watermelon
109.0,28.0,33.0,27.27,68.81,6.16,180.39,coffee
2.0,130.0,204.0,23.94,93.24,6.88,119.28,apple
86.0,35.0,58.0,27.63,89.15,6.06,152.32,rice
24.0,65.0,19.0,29.45,54.16,5.63,54.43,mothbeans
57.0,61.0,44.0,36.4,88.94,7.37,150.83,papaya
20.0,24.0,20.0,20.93,93.78,6.88,110.69,pomegranate
81.0,50.0,44.0,30.77,86.36,6.59,208.86,jute
16.0,22.0,20.0,22.7,95.46,6.71,168.64,pomegranate
98.0,8.0,51.0,30.45,87.05,6.7,45.94,muskmelon
18.0,18.0,20.0,20.0,89.07,5.79,103.34,pomegranate
108.0,44.0,25.0,26.06,79.72,6.9,113.05,cotton
57.0,61.0,43.0,37.87,95.46,6.63,171.09,papaya
26.0,19.0,37.0,29.63,90.2,7.97,163.75,coconut
112.0,16.0,47.0,28.61,82.13,6.22,41.95,watermelon
82.0,42.0,45.0,19.75,65.05,6.3,64.64,maize
96.0,13.0,46.0,29.98,90.97,6.02,65.76,watermelon
9.0,140.0,200.0,22.95,92.58,6.99,101.64,apple
32.0,72.0,18.0,26.74,14.86,5.96,146.85,pigeonpeas
21.0,21.0,17.0,12.63,91.1,6.86,101.83,orange
13.0,90.0,24.0,18.31,67.55,6.16,36.22,lentil
96.0,17.0,55.0,31.88,88.64,6.94,43.2,muskmelon
124.0,47.0,23.0,29.83,77.4,7.7,97.31,cotton
113.0,18.0,48.0,25.28,82.81,6.56,40.41,watermelon
33.0,86.0,31.0,23.01,20.0,6.83,145.77,pigeonpeas
114.0,26.0,35.0,26.22,63.51,6.52,152.37,coffee
109.0,80.0,60.0,27.59,73.84,5.89,116.57,banana
121.0,44.0,17.0,26.21,81.14,6.35,78.04,cotton
15.0,108.0,18.0,21.72,60.04,7.35,35.06,lentil
15.0,18.0,17.0,21.6,83.64,6.2,66.86,grapes
16.0,122.0,23.0,18.64,19.03,6.13,137.86,kidneybeans
98.0,32.0,31.0,26.74,57.26,6.94,212.1,coffee
27.0,24.0,38.0,28.58,95.46,6.68,90.74,coconut
66.0,50.0,44.0,30.11,74.83,7.06,207.85,jute
67.0,50.0,37.0,19.82,70.79,6.82,99.82,maize
23.0,25.0,18.0,13.75,80.83,5.91,78.87,grapes
31.0,44.0,18.0,29.73,86.05,7.41,108.9,mungbean
25.0,19.0,30.0,26.66,94.51,7.18,135.24,coconut
98.0,9.0,46.0,24.68,84.41,6.31,68.85,watermelon
52.0,59.0,49.0,35.31,89.52,6.52,155.49,papaya
30.0,58.0,27.0,29.72,73.75,6.76,150.38,blackgram
26.0,131.0,26.0,18.27,22.6,6.38,139.1,kidneybeans
120.0,49.0,17.0,27.56,82.65,6.59,108.08,cotton
27.0,88.0,23.0,24.91,17.29,6.01,100.59,pigeonpeas
13.0,126.0,200.0,21.05,93.89,5.99,114.16,apple
80.0,32.0,38.0,27.27,82.4,5.72,223.42,rice
24.0,109.0,17.0,18.66,18.01,6.58,136.62,kidneybeans
31.0,65.0,34.0,29.55,61.06,5.47,157.85,blackgram
14.0,132.0,199.0,23.2,94.64,6.44,123.7,apple
15.0,47.0,20.0,28.8,82.73,7.23,121.78,mungbean
21.0,80.0,27.0,24.16,62.88,5.87,59.33,lentil
19.0,18.0,16.0,12.42,96.66,6.16,102.82,orange
125.0,48.0,24.0,28.34,83.69,5.84,74.61,cotton
86.0,83.0,62.0,30.24,80.69,6.07,175.19,banana
11.0,142.0,200.0,22.55,94.53,6.68,127.27,apple
15.0,58.0,23.0,27.56,56.67,5.5,93.17,mothbeans
24.0,12.0,20.0,25.06,50.95,4.94,122.73,mango
84.0,38.0,49.0,23.28,85.52,6.15,194.17,rice
126.0,49.0,21.0,25.08,83.34,6.16,63.19,cotton
103.0,31.0,28.0,23.33,56.23,6.13,233.58,coffee
115.0,8.0,49.0,29.52,88.01,6.57,25.25,muskmelon
25.0,20.0,17.0,21.08,96.14,7.05,178.86,pomegranate
40.0,95.0,80.0,22.02,21.94,5.72,63.74,chickpea
21.0,85.0,20.0,23.11,69.47,5.77,52.39,lentil
18.0,101.0,31.0,18.28,20.85,6.34,131.42,kidneybeans
105.0,8.0,52.0,29.24,90.11,6.21,39.31,muskmelon
84.0,84.0,49.0,31.0,72.59,5.43,199.86,banana
67.0,60.0,57.0,24.21,88.96,7.08,158.24,jute
36.0,68.0,29.0,30.97,65.14,6.92,142.1,blackgram
48.0,63.0,26.0,24.39,60.04,5.61,151.04,blackgram
13.0,86.0,33.0,23.53,67.75,6.29,52.7,lentil
21.0,62.0,28.0,24.79,47.91,4.42,93.74,mothbeans
110.0,34.0,28.0,26.71,55.82,6.63,185.08,coffee
